"id","formulaire","champ","nature","variante","libelle","controle_id","obligation_enregistrement","payload","rpc_service","stockage","transformation_relation","restitution_detail","ecart_detail","source_ui_candidat","source_payload_candidat","source_stockage_candidat","source_detail_candidat","statut","source_baseline","source_version_candidat","candidate_commit"
"MAP-COLLECTEUR-whatsapp","COLLECTEUR","whatsapp","SAISIE_METIER","Création et modification","Téléphone WhatsApp","collector-whatsapp","Facultatif","p_dossier.identity.whatsapp","collectorPayload / snp_save_collector","snp_artisans_miniers.whatsapp","Identité forcée physique/collecteur ; payload partagé artisanDossierPayload.","RESTITUE_STATIQUEMENT","","src/pages/collector/CollectorForm.tsx:440","src/lib/collectorDossier.ts:89","supabase/migrations/20260906145430_collecteurs_comptoirs_ventes.sql:127","src/pages/collector/CollectorDetails.tsx:370","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/CollectorForm.tsx:440 (texte identique)","963d98140888ab8e9ec794785ad458251dfaf378d7ce235c07106e8f70761ec7","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COLLECTEUR-whatsapp_identique","COLLECTEUR","whatsapp_identique","SAISIE_METIER","Création et modification","Identique au téléphone","Sans id explicite ; label englobant","Facultatif","p_dossier.identity.whatsapp_identique","collectorPayload / snp_save_collector","snp_artisans_miniers.whatsapp_identique","Identité forcée physique/collecteur ; payload partagé artisanDossierPayload.","RESTITUTION_DERIVEE","","src/pages/collector/CollectorForm.tsx:451","src/lib/collectorDossier.ts:89","supabase/migrations/20260906145430_collecteurs_comptoirs_ventes.sql:127","src/pages/collector/CollectorDetails.tsx:370","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/CollectorForm.tsx:451 (texte identique)","963d98140888ab8e9ec794785ad458251dfaf378d7ce235c07106e8f70761ec7","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COLLECTEUR-email","COLLECTEUR","email","SAISIE_METIER","Création et modification","E-mail","collector-email","Facultatif","p_dossier.identity.email","collectorPayload / snp_save_collector","snp_artisans_miniers.email","Identité forcée physique/collecteur ; payload partagé artisanDossierPayload.","RESTITUE_STATIQUEMENT","","src/pages/collector/CollectorForm.tsx:459","src/lib/collectorDossier.ts:89","supabase/migrations/20260906145430_collecteurs_comptoirs_ventes.sql:127","src/pages/collector/CollectorDetails.tsx:373","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/CollectorForm.tsx:459 (texte identique)","963d98140888ab8e9ec794785ad458251dfaf378d7ce235c07106e8f70761ec7","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COLLECTEUR-observations","COLLECTEUR","observations","SAISIE_METIER","Création et modification","Observations","collector-observations","Facultatif","p_dossier.identity.observations","collectorPayload / snp_save_collector","snp_artisans_miniers.observations","Identité forcée physique/collecteur ; payload partagé artisanDossierPayload.","ABSENT_DU_DETAIL_PRINCIPAL","Saisi et transmis ; aucune restitution de ce champ dans CollectorDetails.","src/pages/collector/CollectorForm.tsx:692","src/lib/collectorDossier.ts:89","supabase/migrations/20260906145430_collecteurs_comptoirs_ventes.sql:127","src/pages/collector/CollectorDetails.tsx:357","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/CollectorForm.tsx:692 (texte identique)","963d98140888ab8e9ec794785ad458251dfaf378d7ce235c07106e8f70761ec7","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COLLECTEUR-nom","COLLECTEUR","nom","SAISIE_METIER","Création et modification","Nom","collector-nom","Requis","p_dossier.identity.nom","collectorPayload / snp_save_collector","snp_artisans_miniers.nom","Identité forcée physique/collecteur ; payload partagé artisanDossierPayload.","RESTITUE_STATIQUEMENT","","src/pages/collector/CollectorForm.tsx:385","src/lib/collectorDossier.ts:89","supabase/migrations/20260906145430_collecteurs_comptoirs_ventes.sql:127","src/pages/collector/CollectorDetails.tsx:222","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/CollectorForm.tsx:385 (texte identique)","963d98140888ab8e9ec794785ad458251dfaf378d7ce235c07106e8f70761ec7","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COLLECTEUR-prenoms","COLLECTEUR","prenoms","SAISIE_METIER","Création et modification","Prénom(s)","collector-prenoms","Facultatif","p_dossier.identity.prenoms","collectorPayload / snp_save_collector","snp_artisans_miniers.prenoms","Identité forcée physique/collecteur ; payload partagé artisanDossierPayload.","RESTITUE_STATIQUEMENT","","src/pages/collector/CollectorForm.tsx:386","src/lib/collectorDossier.ts:89","supabase/migrations/20260906145430_collecteurs_comptoirs_ventes.sql:127","src/pages/collector/CollectorDetails.tsx:222","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/CollectorForm.tsx:386 (texte identique)","963d98140888ab8e9ec794785ad458251dfaf378d7ce235c07106e8f70761ec7","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COLLECTEUR-date_naissance","COLLECTEUR","date_naissance","SAISIE_METIER","Création et modification","Date de naissance","collector-date_naissance","Requis ; adulte >= 18 ans","p_dossier.identity.date_naissance","collectorPayload / snp_save_collector","snp_artisans_miniers.date_naissance","Identité forcée physique/collecteur ; payload partagé artisanDossierPayload.","ABSENT_DU_DETAIL_PRINCIPAL","Saisi et transmis ; aucune restitution de ce champ dans CollectorDetails.","src/pages/collector/CollectorForm.tsx:389","src/lib/collectorDossier.ts:89","supabase/migrations/20260906145430_collecteurs_comptoirs_ventes.sql:127","src/pages/collector/CollectorDetails.tsx:357","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/CollectorForm.tsx:389 (texte identique)","963d98140888ab8e9ec794785ad458251dfaf378d7ce235c07106e8f70761ec7","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COLLECTEUR-lieu_naissance","COLLECTEUR","lieu_naissance","SAISIE_METIER","Création et modification","Lieu de naissance","collector-lieu_naissance","Facultatif","p_dossier.identity.lieu_naissance","collectorPayload / snp_save_collector","snp_artisans_miniers.lieu_naissance","Identité forcée physique/collecteur ; payload partagé artisanDossierPayload.","ABSENT_DU_DETAIL_PRINCIPAL","Saisi et transmis ; aucune restitution de ce champ dans CollectorDetails.","src/pages/collector/CollectorForm.tsx:390","src/lib/collectorDossier.ts:89","supabase/migrations/20260906145430_collecteurs_comptoirs_ventes.sql:127","src/pages/collector/CollectorDetails.tsx:357","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/CollectorForm.tsx:390 (texte identique)","963d98140888ab8e9ec794785ad458251dfaf378d7ce235c07106e8f70761ec7","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COLLECTEUR-sexe","COLLECTEUR","sexe","SAISIE_METIER","Création et modification","Sexe","collector-sexe","Facultatif ; M/F uniquement dans la liste","p_dossier.identity.sexe","collectorPayload / snp_save_collector","snp_artisans_miniers.sexe","Identité forcée physique/collecteur ; payload partagé artisanDossierPayload.","ABSENT_DU_DETAIL_PRINCIPAL","Saisi et transmis ; aucune restitution de ce champ dans CollectorDetails.","src/pages/collector/CollectorForm.tsx:400","src/lib/collectorDossier.ts:89","supabase/migrations/20260906145430_collecteurs_comptoirs_ventes.sql:127","src/pages/collector/CollectorDetails.tsx:357","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/CollectorForm.tsx:400 (texte identique)","963d98140888ab8e9ec794785ad458251dfaf378d7ce235c07106e8f70761ec7","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COLLECTEUR-nationalite","COLLECTEUR","nationalite","SAISIE_METIER","Création et modification","Nationalité","collector-nationalite","Facultatif","p_dossier.identity.nationalite","collectorPayload / snp_save_collector","snp_artisans_miniers.nationalite","Identité forcée physique/collecteur ; payload partagé artisanDossierPayload.","ABSENT_DU_DETAIL_PRINCIPAL","Saisi et transmis ; aucune restitution de ce champ dans CollectorDetails.","src/pages/collector/CollectorForm.tsx:408","src/lib/collectorDossier.ts:89","supabase/migrations/20260906145430_collecteurs_comptoirs_ventes.sql:127","src/pages/collector/CollectorDetails.tsx:357","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/CollectorForm.tsx:408 (texte identique)","963d98140888ab8e9ec794785ad458251dfaf378d7ce235c07106e8f70761ec7","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COLLECTEUR-type_piece_identite","COLLECTEUR","type_piece_identite","SAISIE_METIER","Création et modification","Type de pièce","collector-type_piece_identite","Requis","p_dossier.identity.type_piece_identite","collectorPayload / snp_save_collector","snp_artisans_miniers.type_piece_identite","Identité forcée physique/collecteur ; payload partagé artisanDossierPayload.","ABSENT_DU_DETAIL_PRINCIPAL","Saisi et transmis ; aucune restitution de ce champ dans CollectorDetails.","src/pages/collector/CollectorForm.tsx:646","src/lib/collectorDossier.ts:89","supabase/migrations/20260906145430_collecteurs_comptoirs_ventes.sql:127","src/pages/collector/CollectorDetails.tsx:357","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/CollectorForm.tsx:646 (texte identique)","963d98140888ab8e9ec794785ad458251dfaf378d7ce235c07106e8f70761ec7","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COLLECTEUR-numero_piece_identite","COLLECTEUR","numero_piece_identite","SAISIE_METIER","Création et modification","Numéro de pièce","collector-numero_piece_identite","Requis","p_dossier.identity.numero_piece_identite","collectorPayload / snp_save_collector","snp_artisans_miniers.numero_piece_identite","Identité forcée physique/collecteur ; payload partagé artisanDossierPayload.","ABSENT_DU_DETAIL_PRINCIPAL","Saisi et transmis ; aucune restitution de ce champ dans CollectorDetails.","src/pages/collector/CollectorForm.tsx:657","src/lib/collectorDossier.ts:89","supabase/migrations/20260906145430_collecteurs_comptoirs_ventes.sql:127","src/pages/collector/CollectorDetails.tsx:357","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/CollectorForm.tsx:657 (texte identique)","963d98140888ab8e9ec794785ad458251dfaf378d7ce235c07106e8f70761ec7","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COLLECTEUR-date_delivrance_piece","COLLECTEUR","date_delivrance_piece","SAISIE_METIER","Création et modification","Date de délivrance","collector-date_delivrance_piece","Facultatif ; pas future","p_dossier.identity.date_delivrance_piece","collectorPayload / snp_save_collector","snp_artisans_miniers.date_delivrance_piece","Identité forcée physique/collecteur ; payload partagé artisanDossierPayload.","ABSENT_DU_DETAIL_PRINCIPAL","Saisi et transmis ; aucune restitution de ce champ dans CollectorDetails.","src/pages/collector/CollectorForm.tsx:666","src/lib/collectorDossier.ts:89","supabase/migrations/20260906145430_collecteurs_comptoirs_ventes.sql:127","src/pages/collector/CollectorDetails.tsx:357","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/CollectorForm.tsx:666 (texte identique)","963d98140888ab8e9ec794785ad458251dfaf378d7ce235c07106e8f70761ec7","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COLLECTEUR-date_expiration_piece","COLLECTEUR","date_expiration_piece","SAISIE_METIER","Création et modification","Date d’expiration","collector-date_expiration_piece","Facultatif ; >= délivrance","p_dossier.identity.date_expiration_piece","collectorPayload / snp_save_collector","snp_artisans_miniers.date_expiration_piece","Identité forcée physique/collecteur ; payload partagé artisanDossierPayload.","ABSENT_DU_DETAIL_PRINCIPAL","Saisi et transmis ; aucune restitution de ce champ dans CollectorDetails.","src/pages/collector/CollectorForm.tsx:667","src/lib/collectorDossier.ts:89","supabase/migrations/20260906145430_collecteurs_comptoirs_ventes.sql:127","src/pages/collector/CollectorDetails.tsx:357","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/CollectorForm.tsx:667 (texte identique)","963d98140888ab8e9ec794785ad458251dfaf378d7ce235c07106e8f70761ec7","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COLLECTEUR-lieu_delivrance_piece","COLLECTEUR","lieu_delivrance_piece","SAISIE_METIER","Création et modification","Lieu de délivrance","collector-lieu_delivrance_piece","Facultatif","p_dossier.identity.lieu_delivrance_piece","collectorPayload / snp_save_collector","snp_artisans_miniers.lieu_delivrance_piece","Identité forcée physique/collecteur ; payload partagé artisanDossierPayload.","ABSENT_DU_DETAIL_PRINCIPAL","Saisi et transmis ; aucune restitution de ce champ dans CollectorDetails.","src/pages/collector/CollectorForm.tsx:668","src/lib/collectorDossier.ts:89","supabase/migrations/20260906145430_collecteurs_comptoirs_ventes.sql:127","src/pages/collector/CollectorDetails.tsx:357","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/CollectorForm.tsx:668 (texte identique)","963d98140888ab8e9ec794785ad458251dfaf378d7ce235c07106e8f70761ec7","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COLLECTEUR-site_ids","COLLECTEUR","site_ids","SAISIE_METIER","Création et modification","Sites de collecte","ComboBox — id généré par le composant","Au moins un site","p_dossier.site_ids","collectorPayload / snp_save_collector","snp_collector_sites.site_id","Dédupliqué ; références artisanal_sites ; historique valid_from/valid_until conservé.","RESTITUE_STATIQUEMENT","","src/pages/collector/CollectorForm.tsx:550","src/lib/collectorDossier.ts:89","supabase/migrations/20260906145430_collecteurs_comptoirs_ventes.sql:144","src/pages/collector/CollectorDetails.tsx:418","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/CollectorForm.tsx:550 (texte identique)","963d98140888ab8e9ec794785ad458251dfaf378d7ce235c07106e8f70761ec7","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COLLECTEUR-organization_id","COLLECTEUR","organization_id","SAISIE_METIER","Création et modification","Organisme de rattachement","ComboBox — id généré par le composant","Requis","p_dossier.organization_id","collectorPayload / snp_save_collector","snp_collectors.organization_id","Un organisme actif SONASP ou comptoir ; compte/ventes existants contraignent les changements.","RESTITUE_STATIQUEMENT","","src/pages/collector/CollectorForm.tsx:606","src/lib/collectorDossier.ts:89","supabase/migrations/20260906145430_collecteurs_comptoirs_ventes.sql:133","src/pages/collector/CollectorDetails.tsx:402","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/CollectorForm.tsx:606 (texte identique)","963d98140888ab8e9ec794785ad458251dfaf378d7ce235c07106e8f70761ec7","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COLLECTEUR-identityFiles","COLLECTEUR","identityFiles","FICHIER","Création et modification","Pièces du collecteur","aria-label=Pièces du collecteur","Facultatif ; contrôles de format si renseigné","file + owner=artisan + documentType/photo","artisanDocumentService.upload / snp_register_artisan_document","snp_artisan_documents + Storage artisan-dossiers","JPG/PNG/PDF <= 5 Mo par fichier ; type dérivé du type de pièce, titre imposé","ABSENT_DU_DETAIL_PRINCIPAL","Pièces relisibles dans CollectorForm ; aucun chargement/galerie de pièces ou photo réelle dans CollectorDetails.","src/pages/collector/CollectorForm.tsx:242","src/services/artisanDocumentService.ts:62","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:330","src/pages/collector/CollectorDetails.tsx:357","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/CollectorForm.tsx:242 (texte identique)","963d98140888ab8e9ec794785ad458251dfaf378d7ce235c07106e8f70761ec7","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COLLECTEUR-photoFile","COLLECTEUR","photoFile","FICHIER","Création et modification","Photo du collecteur","aria-label=Photo du collecteur","Facultatif ; contrôles de format si renseigné","file + owner=artisan + documentType/photo","artisanDocumentService.upload / snp_register_artisan_document","snp_artisan_documents + Storage artisan-dossiers ; snp_artisans_miniers.photo_url","JPEG/PNG <= 2 Mo ; une photo","ABSENT_DU_DETAIL_PRINCIPAL","Pièces relisibles dans CollectorForm ; aucun chargement/galerie de pièces ou photo réelle dans CollectorDetails.","src/pages/collector/CollectorForm.tsx:242","src/services/artisanDocumentService.ts:62","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:330","src/pages/collector/CollectorDetails.tsx:357","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/CollectorForm.tsx:242 (texte identique)","963d98140888ab8e9ec794785ad458251dfaf378d7ce235c07106e8f70761ec7","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COMPTOIR-name","COMPTOIR","name","SAISIE_METIER","Création et modification","Dénomination sociale","comptoir-name","Requis pour sauvegarder","p_values.name","comptoirService.save / snp_save_comptoir_dossier","snp_comptoir_dossiers.data->>'name' ; miroir snp_organizations.name","JSON métier de chaînes ; trim côté RPC ; même composant en lecture seule.","RESTITUE_STATIQUEMENT","","src/pages/collector/ComptoirForm.tsx:575","src/services/comptoirService.ts:112","supabase/migrations/20260906174800_dossiers_comptoirs_entreprises.sql:202","src/pages/collector/ComptoirForm.tsx:310","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/ComptoirForm.tsx:575 (texte identique)","ad95df441430fdbd643140cfce29a2b32497d24013cb51d65f8944516ba29f32","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COMPTOIR-short_name","COMPTOIR","short_name","SAISIE_METIER","Création et modification","Sigle / nom commercial","comptoir-short_name","Facultatif pour sauvegarder ; peut compter dans la complétude","p_values.short_name","comptoirService.save / snp_save_comptoir_dossier","snp_comptoir_dossiers.data->>'short_name' ; miroir snp_organizations.short_name","JSON métier de chaînes ; trim côté RPC ; même composant en lecture seule.","RESTITUE_STATIQUEMENT","","src/pages/collector/ComptoirForm.tsx:576","src/services/comptoirService.ts:112","supabase/migrations/20260906174800_dossiers_comptoirs_entreprises.sql:202","src/pages/collector/ComptoirForm.tsx:310","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/ComptoirForm.tsx:576 (texte identique)","ad95df441430fdbd643140cfce29a2b32497d24013cb51d65f8944516ba29f32","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COMPTOIR-legal_form","COMPTOIR","legal_form","SAISIE_METIER","Création et modification","Type d’entreprise","comptoir-legal_form","Requis pour sauvegarder","p_values.legal_form","comptoirService.save / snp_save_comptoir_dossier","snp_comptoir_dossiers.data->>'legal_form' ; miroir snp_organizations.legal_form","JSON métier de chaînes ; trim côté RPC ; même composant en lecture seule.","RESTITUE_STATIQUEMENT","","src/pages/collector/ComptoirForm.tsx:579","src/services/comptoirService.ts:112","supabase/migrations/20260906174800_dossiers_comptoirs_entreprises.sql:202","src/pages/collector/ComptoirForm.tsx:310","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/ComptoirForm.tsx:579 (texte identique)","ad95df441430fdbd643140cfce29a2b32497d24013cb51d65f8944516ba29f32","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COMPTOIR-capital","COMPTOIR","capital","SAISIE_METIER","Création et modification","Capital social (FCFA)","comptoir-capital","Facultatif pour sauvegarder ; peut compter dans la complétude","p_values.capital","comptoirService.save / snp_save_comptoir_dossier","snp_comptoir_dossiers.data->>'capital'","JSON métier de chaînes ; trim côté RPC ; même composant en lecture seule.","RESTITUE_STATIQUEMENT","","src/pages/collector/ComptoirForm.tsx:580","src/services/comptoirService.ts:112","supabase/migrations/20260906174800_dossiers_comptoirs_entreprises.sql:202","src/pages/collector/ComptoirForm.tsx:310","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/ComptoirForm.tsx:580 (texte identique)","ad95df441430fdbd643140cfce29a2b32497d24013cb51d65f8944516ba29f32","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COMPTOIR-rccm_number","COMPTOIR","rccm_number","SAISIE_METIER","Création et modification","Numéro RCCM","comptoir-rccm_number","Facultatif pour sauvegarder ; peut compter dans la complétude","p_values.rccm_number","comptoirService.save / snp_save_comptoir_dossier","snp_comptoir_dossiers.data->>'rccm_number'","JSON métier de chaînes ; trim côté RPC ; même composant en lecture seule.","RESTITUE_STATIQUEMENT","","src/pages/collector/ComptoirForm.tsx:595","src/services/comptoirService.ts:112","supabase/migrations/20260906174800_dossiers_comptoirs_entreprises.sql:202","src/pages/collector/ComptoirForm.tsx:310","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/ComptoirForm.tsx:595 (texte identique)","ad95df441430fdbd643140cfce29a2b32497d24013cb51d65f8944516ba29f32","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COMPTOIR-rccm_issued_on","COMPTOIR","rccm_issued_on","SAISIE_METIER","Création et modification","Date d’immatriculation","comptoir-rccm_issued_on","Facultatif pour sauvegarder ; peut compter dans la complétude","p_values.rccm_issued_on","comptoirService.save / snp_save_comptoir_dossier","snp_comptoir_dossiers.data->>'rccm_issued_on'","JSON métier de chaînes ; trim côté RPC ; même composant en lecture seule.","RESTITUE_STATIQUEMENT","","src/pages/collector/ComptoirForm.tsx:596","src/services/comptoirService.ts:112","supabase/migrations/20260906174800_dossiers_comptoirs_entreprises.sql:202","src/pages/collector/ComptoirForm.tsx:310","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/ComptoirForm.tsx:596 (texte identique)","ad95df441430fdbd643140cfce29a2b32497d24013cb51d65f8944516ba29f32","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COMPTOIR-ifu_number","COMPTOIR","ifu_number","SAISIE_METIER","Création et modification","Numéro IFU","comptoir-ifu_number","Facultatif pour sauvegarder ; peut compter dans la complétude","p_values.ifu_number","comptoirService.save / snp_save_comptoir_dossier","snp_comptoir_dossiers.data->>'ifu_number'","JSON métier de chaînes ; trim côté RPC ; même composant en lecture seule.","RESTITUE_STATIQUEMENT","","src/pages/collector/ComptoirForm.tsx:600","src/services/comptoirService.ts:112","supabase/migrations/20260906174800_dossiers_comptoirs_entreprises.sql:202","src/pages/collector/ComptoirForm.tsx:310","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/ComptoirForm.tsx:600 (texte identique)","ad95df441430fdbd643140cfce29a2b32497d24013cb51d65f8944516ba29f32","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COMPTOIR-ifu_issued_on","COMPTOIR","ifu_issued_on","SAISIE_METIER","Création et modification","Date de délivrance de l’IFU","comptoir-ifu_issued_on","Facultatif pour sauvegarder ; peut compter dans la complétude","p_values.ifu_issued_on","comptoirService.save / snp_save_comptoir_dossier","snp_comptoir_dossiers.data->>'ifu_issued_on'","JSON métier de chaînes ; trim côté RPC ; même composant en lecture seule.","RESTITUE_STATIQUEMENT","","src/pages/collector/ComptoirForm.tsx:601","src/services/comptoirService.ts:112","supabase/migrations/20260906174800_dossiers_comptoirs_entreprises.sql:202","src/pages/collector/ComptoirForm.tsx:310","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/ComptoirForm.tsx:601 (texte identique)","ad95df441430fdbd643140cfce29a2b32497d24013cb51d65f8944516ba29f32","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COMPTOIR-tax_regime","COMPTOIR","tax_regime","SAISIE_METIER","Création et modification","Régime d’imposition","comptoir-tax_regime","Facultatif pour sauvegarder ; peut compter dans la complétude","p_values.tax_regime","comptoirService.save / snp_save_comptoir_dossier","snp_comptoir_dossiers.data->>'tax_regime'","JSON métier de chaînes ; trim côté RPC ; même composant en lecture seule.","RESTITUE_STATIQUEMENT","","src/pages/collector/ComptoirForm.tsx:604","src/services/comptoirService.ts:112","supabase/migrations/20260906174800_dossiers_comptoirs_entreprises.sql:202","src/pages/collector/ComptoirForm.tsx:310","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/ComptoirForm.tsx:604 (texte identique)","ad95df441430fdbd643140cfce29a2b32497d24013cb51d65f8944516ba29f32","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COMPTOIR-tax_office_code","COMPTOIR","tax_office_code","SAISIE_METIER","Création et modification","Direction / centre DGI de rattachement","ComboBox — id généré par le composant","Facultatif pour sauvegarder ; peut compter dans la complétude","p_values.tax_office_code","comptoirService.save / snp_save_comptoir_dossier","snp_comptoir_dossiers.data->>'tax_office_code'","Référence code vers snp_comptoir_tax_offices ; liste locale affichée.","RESTITUE_STATIQUEMENT","","src/pages/collector/ComptoirForm.tsx:618","src/services/comptoirService.ts:112","supabase/migrations/20260906174800_dossiers_comptoirs_entreprises.sql:202","src/pages/collector/ComptoirForm.tsx:609","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/ComptoirForm.tsx:618 (texte identique)","ad95df441430fdbd643140cfce29a2b32497d24013cb51d65f8944516ba29f32","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COMPTOIR-authorization_number","COMPTOIR","authorization_number","SAISIE_METIER","Création et modification","Numéro de l’autorisation","comptoir-authorization_number","Facultatif pour sauvegarder ; peut compter dans la complétude","p_values.authorization_number","comptoirService.save / snp_save_comptoir_dossier","snp_comptoir_dossiers.data->>'authorization_number'","JSON métier de chaînes ; trim côté RPC ; même composant en lecture seule.","RESTITUE_STATIQUEMENT","","src/pages/collector/ComptoirForm.tsx:652","src/services/comptoirService.ts:112","supabase/migrations/20260906174800_dossiers_comptoirs_entreprises.sql:202","src/pages/collector/ComptoirForm.tsx:310","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/ComptoirForm.tsx:652 (texte identique)","ad95df441430fdbd643140cfce29a2b32497d24013cb51d65f8944516ba29f32","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COMPTOIR-authorization_issuer","COMPTOIR","authorization_issuer","SAISIE_METIER","Création et modification","Autorité de délivrance","comptoir-authorization_issuer","Facultatif pour sauvegarder ; peut compter dans la complétude","p_values.authorization_issuer","comptoirService.save / snp_save_comptoir_dossier","snp_comptoir_dossiers.data->>'authorization_issuer'","JSON métier de chaînes ; trim côté RPC ; même composant en lecture seule.","RESTITUE_STATIQUEMENT","","src/pages/collector/ComptoirForm.tsx:653","src/services/comptoirService.ts:112","supabase/migrations/20260906174800_dossiers_comptoirs_entreprises.sql:202","src/pages/collector/ComptoirForm.tsx:310","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/ComptoirForm.tsx:653 (texte identique)","ad95df441430fdbd643140cfce29a2b32497d24013cb51d65f8944516ba29f32","07ffc71ab9e1320df845694736a3f5af88141431"
